ResponseID,Date_submitted,Last_page,Start_language,Seed,date_begun,date_lastaction,Are_you_a_stude.._,I_understand_th.._,I_understand_th.._,I_have_talked_t.._,focusgroup_participant,focusgroup_number,firsttime_completingsurvey,age,school_yesorno,gradeoryear,uni_program,goodatschool_important,adultwhocares_atschool,accepted_atschool,supportedatschool,safe_atschool,hwdsb_scale,pronouns,pronouns_dummy,brothers,numberofbrothers,sisters,numberofsisters,nosibs,sibs_comments,sibcount,postcode,postcode_povertycoded,postcode_covidcoded,white,southasian,chinese,black,filippino,latinx,arab,southeastasian,westasian,korean,japanese,other,politicalparty,politicalparty_other,green_veg,carrots_etc,other_veg,citrusandberries,other_fruits,fullfat_dairy,lowfat_dairy,eggs,nutslegumesandpulses,fishandseafood,processedmeats,other_meat,refined_grains,whole_grains,sweet_bakedgoods,fastfoods,ssbs,juiceandsmoothies,dietq_scale,foodsec1_percep,foodsec2_exp,dietary_restrictions,dietaryrestrictions_comments,worried,sad,pain,tired,annoyed,problemswschoolwork,problemswsleep,problemswdailyroutine,canjoinactivities,chudbehav_scale,chudfeelings_scale,chudbehavs_scale,chudfull_scale,precovid_cantril,covid_cantrill,cantrill_changewcovid,optimistic,useful,relaxed,dealingwproblemswell,thinkingclearly,feelingclosetoppl,decisive,edinborough_scale,bedtime_lastnight,bedtime_lastnight_numeric,bedtime_lastnight_simplified,coded_bedtimelastnight,wakeuptime_thisAM,wakeuptime_thismorn_numeric,wakeuptime_thisAM_simplified,lastnight_hoursslept,usualschoolbedtime,usualschoolbedtime_simple,usualweekendbedtime,usualweekendbedtime_simplified,usualweekendwakeuptime_simplified,usualweekendwakeuptime,usualweekend_hoursslept,usualsleepdisruptions,usualsleepdisruptions2,sleepscale,overallsleepchanges_covid,overallsleepqualchange_covidcoded,activity_yesterday_mins,activityyesterday_coded,walkruncycle,skate,sportsandgym,danceandmartialarts,domesticlabour,overallphysactivitychange_covid,overallphysactivitychangecovid_coded,personalcare_dailyroutine_mins,personalcarechange_covid,personalcarechange_covid,handwashing,handwashing_coded,handwashingchange_covid,vidwatching_freq,socialmed_freq,singleplayergames_freq,multiplayergames_freq,screensasdistractionchange_covid,paidjob_freq,volunteering_freq,leadershipandactivism_freq,heavyschoolwork_freq,books,magazines,audiobooksandpodcasts,friendsinperson,friendsonline,talktofamily_inhouse,talktofamily_outofhousehold,cook_bake,nature,art,creativewriting,playmusic,hobbies,gamesandpuzzles,anythingelseabouttimeuse,anythingunusualaboutthelastfewweeks,What_else_would.._,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,28-Jan-21,7,en,1964833606,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,4,4,4,4,4,20,She/her,0,1,1,0,,0,,1,L8E,L8E,L8E,1,0,0,0,0,0,0,0,0,0,0,,,,3,2,2,3,3,2,3,3,0,0,-3,3,0,0,-1,-1,-1,3,21,0,0,0,,2,2,4,5,3,1,4,1,1,,16,7,23,6,8,2,4,5,4,5,4,3,4,29,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 10 AM and 11 AM,10:30:00,10.5,10.5,Between 10PM and 11:30PM,-1.25,Between 12:30AM and 1:30AM,1,Between 9AM and 10AM,9.5,8.5,2,4,10,A lot more.,2,Fewer than 15,0,Every day or almost every day.,Never.,Every day or almost every day.,Every day or almost every day.,Every day or almost every day.,A lot more.,2,60-90,A lot more.,2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Once every few weeks.,About once a week.,A lot more.,3,0,0,Every week.,1,0,1,0,2,5,2,4,2,0,0,5,2,3,i definitely spend more time with my family. we like to play yahtzee after dinner and on the weekends. i also find myself watching more netflix and doing things to make time go by faster. ,,"well before lockdown, i didn't really focus on myself.  my life was about my friends, social media, and i honestly found myself being sad most of the time. at the beginning of lockdown, it was horrible. i found myself binge eating to cope and was super depressed that i wasn't able to go out and see my friends and live a _岩normal life_褲. shortly after, i (and my family) realized that we needed to take control of our selves, so we decided to lose weight to better our lives. since i've been losing weight and being around my family, i feel much happier. i'm happier with my body, i feel healthy, and it is so much better for my mental health not being in all the gossip and stupid stuff at school. i do want it to go back to normal but i really think lockdown has been good to me. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,28-Jan-21,7,en,656639974,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,2,1,2,1,10,She/her,0,0,,0,,1,,0,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,,,1,1,3,3,3,0,0,4,1,1,0,2,1,3,0,0,0,4,27,0,0,1,no dairy,4,3,4,4,4,1,4,3,4,,19,12,31,9,6,-3,4,4,2,3,2,2,2,19,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Before 7 AM,6:00:00,6,5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 10AM and 11AM,10.5,8.5,5,5,15,A lot less.,-2,30-60,2,Every day or almost every day.,Never.,Never.,A few times a week.,Once every few weeks.,A lot less.,-2,Fewer than 15,A lot less.,-2,6-10 times per day.,2,A lot more.,Every day or almost every day.,A few times a day.,About once a week.,Never.,A lot more.,3,0,0,Most weeks.,5,0,0,1,2,4,1,1,2,2,0,5,0,0,I sit way more and I feel very lazy ,I've been having really vivid nightmares about suffering from covid alone in isolation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,28-Jan-21,7,en,953010368,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,2,2,2,3,13,She/her,0,1,1,0,,0,,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,0,0,1,2,0,4,3,4,,1,-1,4,2,1,-2,-2,-3,,,0,0,0,,1,2,2,3,2,1,2,1,1,,10,5,15,3,4,1,2,2,3,3,3,4,2,19,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 9 AM and 10 AM,9:30:00,9.5,9.5,Between 12:30AM and 1:30AM,1,Between 12:30AM and 1:30AM,1,Between 9AM and 10AM,9.5,8.5,1,4,9,A lot more.,2,Fewer than 15,0,Once every few weeks.,Never.,Never.,Never.,Every day or almost every day.,A little bit less.,-1,15-30,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,Every day or almost every day.,At least once an hour.,Every day or almost every day.,About once a week.,About the same.,0,0,0,Never.,0,0,0,,1,1,2,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,28-Jan-21,7,en,65314554,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,4,4,3,4,4,19,He/him,1,1,1,1,2,0,,2,L9B,L9B,L9B,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,1,1,0,1,1,3,3,0,0,0,-1,4,2,0,-3,0,-1,2,13,0,0,0,,3,2,2,4,4,2,3,1,1,,15,7,22,8,6,-2,3,3,4,3,4,4,4,25,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 10PM and 11:30PM,-1.25,Between 12:30AM and 1:30AM,1,Between 10AM and 11AM,10.5,9.5,1,3,10,A lot more.,2,Fewer than 15,0,Once every few weeks.,Never.,Never.,Never.,A few times a week.,A lot less.,-2,15-30,A lot more.,2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,At least once an hour.,More than once a day.,More than once a day.,A little bit more.,0,0,0,Most weeks.,2,0,0,0,3,5,1,0,1,3,0,1,1,1,,,I find that since the lockdown I have been kinda lost in my thoughts a lot more than I usually am. Whether I'm fantasizing about something or just thinking about and idea I have I just feel that I've been lost in my thoughts a lot and blocking myself away from everything that's happening around me. I also found the change to online school kinda hard but now that I have done it I'm not sure if I like in-person school or online line better I've just felt more flexible with my work. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,28-Jan-21,7,en,1231390206,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,13,"YES, I go to school",8,,3,2,3,3,3,14,She/her,0,0,,1,3,0,,1,L8B,L8B,L8B,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,3,3,4,2,3,4,4,4,2,,,,0,3,-2,0,0,4,,0,0,1,"vegetarian, household members are gluten free and dairy free",3,4,1,5,2,1,3,2,3,,15,9,24,5,6,1,3,2,3,2,2,4,3,19,Later than 1:30 AM,2:00:00,2,6,Between 8 AM and 9 AM,8:30:00,8.5,6.5,Later than 1:30AM,2,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,5,5,16,A little less.,-1,60+,3,Every day or almost every day.,Once every few weeks.,About once a week.,Once every few weeks.,About once a week.,A little bit less.,-1,30-60,A little bit less.,-1,More than 10 times per day.,4,A lot more.,Every day or almost every day.,A few times a day.,Once every few weeks.,Once every few weeks.,A little bit more.,2,0,0,Every week.,5,0,2,2,4,5,2,3,4,2,2,1,0,2,,,"um idk, just been chilling i guess. it's difficult not being able to get out as much and being stuck with my family 24/7 can be frustrating but it's good. i've definitely gotten closer to family and friends during lockdown is nice, but i've struggled with my mental health at time. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,28-Jan-21,7,en,280007085,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,4,3,3,3,3,16,She/her,0,1,1,1,1,0,,2,L8B,L8B,L8B,1,0,0,0,0,0,0,0,0,0,0,,LIB,,2,3,1,3,2,0,2,0,1,1,0,4,2,0,-2,-2,-2,2,17,0,0,0,,3,3,1,4,5,1,3,1,5,,16,10,26,9,4,-5,2,2,3,3,4,2,4,20,Later than 1:30 AM,2:00:00,2,6,Later than noon,13:00:00,13,11,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,1,4,11,A lot more.,2,Fewer than 15,0,A few times a week.,Once every few weeks.,Once every few weeks.,About once a week.,A few times a week.,A lot less.,-2,60-90,A lot more.,2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,A few times a week.,About once a week.,A lot more.,0,0,1,Every week.,1,0,3,1,2,5,3,4,3,3,0,5,1,1,Before Covid I played basketball 6 times a week. Therefore when lockdown began my physical activity plummeted and motivation to do anything decreased as well.  So I spend most of my time watching Netflix. ,,"I think this is really weighing on teenagers mental health and well being. As a high school senior I am missing out on everything I ever looked forward to in high school and I feel our parents and teachers don't validate our feelings on that. Furthermore, as a student athlete I played my last game of basketball without knowing it and never got the chance to have a final year of playing. And without the output of sport and seeing friends my mental health and motivation to do anything are horrible. As a very anxious person, I never go out or see anyone which is very contradictory to my outgoing personality and quite frankly a recipe for disaster in my mental health. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,28-Jan-21,7,en,1387207741,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,4,3,3,3,4,17,She/her,0,0,,1,3,0,,1,L8B,L8B,L8B,1,0,0,0,0,0,0,0,0,0,0,,GREEN,,2,3,3,3,2,0,2,0,2,0,-1,4,0,2,-1,0,0,0,21,0,0,1,"allergies, gluten, dairy and sesame",2,2,2,3,1,1,3,1,1,,10,6,16,8,6,-2,4,3,3,3,3,3,3,22,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 10 AM and 11 AM,10:30:00,10.5,10.5,Between 10PM and 11:30PM,-1.25,Between 12:30AM and 1:30AM,1,Between 10AM and 11AM,10.5,9.5,2,5,11,About the same.,0,30-60,2,A few times a week.,Never.,Never.,A few times a week.,A few times a week.,About the same.,0,15-30,A little bit less.,-1,More than 10 times per day.,4,A lot more.,A few times a week.,A few times a day.,Never.,Never.,About the same.,3,0,0,Every week.,4,0,0,1,2,5,2,1,3,0,0,0,0,2,"sad that i'm not able to volunteer at church and hang out with my youth group. also, i ride horses and although i am still able to be at the barn a few times a week, there are no horse shows running currently which is a pretty sad cause i was really looking forward to showing competitively. on the flip side, since COVID-19 started last march, i've grown a lot closer to my sister and would now consider her one of my best friends and i wouldn't change that for anything ","kinda getting super bored and restless, really want to go out adventuring and exploring. very excited for september because i'm going to school in british columbia ","like i mentioned before, i've grown a lot closer to my sister who is three years younger than me since lockdown started. we were close before but didn't always get along great. now we hang out almost every night and she knows more about me than anyone else. i would not change the lockdown because it brought me closer to her and i love our friendship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,28-Jan-21,7,en,1557999308,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,1,4,4,3,4,16,NB,0,0,,1,1,0,,1,L8B,L8B,L8B,1,0,0,0,0,0,0,0,0,0,0,,LIB,,3,3,3,4,3,3,1,4,2,2,0,3,2,2,-2,0,0,4,37,1,0,0,,4,4,3,5,3,3,3,2,4,,19,12,31,8,4,-4,3,3,3,3,3,3,3,21,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,4,4,14,A little more.,1,Fewer than 15,0,A few times a week.,A few times a week.,Never.,Never.,A few times a week.,A little bit less.,-1,15-30,About the same.,0,3-5 times per day.,1,A little bit more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,A few times a week.,A few times a week.,A lot more.,0,0,0,Once every few weeks.,0,0,0,2,5,5,1,0,2,3,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,28-Jan-21,7,en,1255473629,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,2,2,3,2,1,10,She/her,0,0,,1,1,0,,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,,,2,1,3,2,3,3,2,4,1,0,-1,4,1,4,-3,-1,0,0,25,0,0,,,5,5,5,5,3,1,4,4,4,,23,13,36,4,1,-3,4,5,1,2,2,1,2,17,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 7 AM and 8 AM,7:30:00,7.5,7.5,Before 9PM,-3.5,Between 11:30PM and 12:30AM,0,Between 8AM and 9AM,8.5,8.5,4,5,13,A little less.,-1,Fewer than 15,0,Every day or almost every day.,Never.,A few times a week.,Never.,Once every few weeks.,A lot less.,-2,Fewer than 15,A lot less.,-2,Fewer than 3 times per day.,0,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,About the same.,2,0,0,Never.,1,0,0,2,1,5,2,1,2,1,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,3,en,490302762,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,2,3,3,3,15,He/him,1,1,1,1,1,0,,2,L8E,L8E,L8E,1,0,0,0,0,0,0,0,0,0,0,,CONS,,2,1,1,3,2,4,1,,2,1,-1,4,1,2,0,-2,-2,2,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,28-Jan-21,7,en,1882586469,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,4,4,3,3,4,18,Refused,1,0,,1,4,0,,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,DisagreewAll,,2,1,2,4,3,3,0,0,1,0,-1,4,0,1,-2,-1,-2,3,18,0,1,1,"allergies, gluten or dairy products. I was told I may be celiac. ",1,4,2,5,2,3,5,4,3,,14,15,29,8,3,-5,3,2,2,1,3,1,3,15,Later than 1:30 AM,2:00:00,2,6,Between 7 AM and 8 AM,7:30:00,7.5,5.5,Between 10PM and 11:30PM,-1.25,Later than 1:30AM,2,Later than noon,13,11,4,5,15,A lot more.,2,15-30,1,A few times a week.,Once every few weeks.,Every day or almost every day.,Every day or almost every day.,A few times a week.,A little bit less.,-1,15-30,A lot less.,-2,6-10 times per day.,2,A lot more.,About once a week.,At least once an hour.,Never.,Never.,A lot more.,3,0,0,Most weeks.,0,2,3,0,2,5,1,2,3,1,0,3,3,2,I find myself driving with no place to go to clear my mind after sitting in my house all day. it relieves a lot of stress for me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,28-Jan-21,7,en,838432105,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,4,3,2,,4,,She/her,0,1,2,1,1,0,,2,L8K,L8K,L8K,0,0,0,1,0,0,0,0,0,0,0,,LIB,,0,0,0,2,2,2,0,4,2,0,-2,4,1,1,-2,-1,-3,4,14,1,1,0,,4,3,3,5,5,4,4,4,5,,20,17,37,10,5,-5,2,1,1,1,1,2,1,9,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Later than noon,13,11,6,5,17,A little less.,-1,Fewer than 15,0,Once every few weeks.,A few times a week.,Never.,Never.,About once a week.,A lot less.,-2,60-90,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Every day or almost every day.,More than once a day.,A lot more.,,0,1,Every week.,1,0,1,1,4,4,1,0,0,4,3,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,28-Jan-21,7,en,664544463,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,4,2,3,3,4,16,She/her,0,1,1,0,,0,,1,L9H,L9H,L9H,1,0,0,0,0,0,0,0,0,0,0,,DisagreewAll,,3,1,3,2,2,4,2,4,1,0,-1,4,2,2,-1,-1,0,0,27,0,0,0,,2,2,1,1,2,1,2,1,3,,8,7,15,7,7,0,3,3,4,4,4,4,4,26,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 10 AM and 11 AM,10:30:00,10.5,9.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 10AM and 11AM,10.5,8.5,4,1,10,A little more.,1,60+,3,A few times a week.,,Never.,Never.,A few times a week.,About the same.,0,60-90,About the same.,0,,,About the same.,More than once a day.,A few times a day.,A few times a week.,Once every few weeks.,About the same.,0,0,0,Most weeks.,3,0,4,1,2,5,2,2,4,5,3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,28-Jan-21,7,en,959073757,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,3,3,3,3,4,16,She/her,0,0,,1,3,0,,1,HWDSB,HWDSB,HWDSB,1,0,0,0,0,0,0,0,0,0,0,,,,1,1,3,3,2,4,3,4,1,1,0,0,1,0,0,0,0,2,26,0,0,0,,2,3,3,4,4,1,1,2,3,,16,7,23,6,7,1,3,4,3,4,4,3,4,25,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 9PM and 10PM,-2.5,Between 12:30AM and 1:30AM,1,Between 9AM and 10AM,9.5,8.5,1,,,A little more.,1,15-30,1,Every day or almost every day.,Once every few weeks.,Once every few weeks.,Once every few weeks.,Every day or almost every day.,A little bit more.,1,Fewer than 15,A little bit less.,-1,3-5 times per day.,1,A lot more.,More than once a day.,A few times a day.,Never.,Never.,A lot more.,0,0,0,Most weeks.,4,0,3,2,0,5,1,2,3,1,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,4,en,692843436,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,4,1,2,2,13,She/her,0,1,2,0,,0,,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,GREEN,,1,2,0,1,0,4,2,0,0,0,-1,3,2,0,-1,-2,0,0,11,0,0,0,,4,5,3,5,1,4,4,5,4,,18,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.35,,,,,,,,,,,,,,,,,129.3,,,,,,,,,,,,,,,,,,,,,,48.34,,,,,,,,,,66.44,,,,424.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.57
386,29-Jan-21,7,en,2050227448,29-Jan-21,29-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,16,"YES, I go to school",11,,2,3,3,3,3,14,,,1,2,0,,0,,1,N0B,N0B,N0B,1,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,2,0,4,2,0,0,0,-2,4,2,0,0,0,0,2,18,1,1,0,,2,4,2,5,2,4,5,3,3,,15,15,30,5,5,0,3,1,1,3,2,1,3,14,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 11 AM and noon,11:30:00,11.5,10.5,Between 11:30PM and 12:30AM,0,Between 12:30AM and 1:30AM,1,Between 7AM and 8AM,7.5,6.5,5,5,15,A little less.,-1,Fewer than 15,0,Never.,Never.,Never.,Never.,Every day or almost every day.,A lot less.,-2,30-60,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,Every day or almost every day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,A lot more.,3,0,0,Most weeks.,1,0,1,1,0,4,1,3,0,2,0,0,2,0,,,,,,,,,,,,168.76,,,,,,,,,,,,,,,,,124.34,,,,,,,,,,,,,,,,,,,,,,65.59,,,,,,,,,,90.1,,,,308.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53
